category,specialty_area,specialty_area_desc,work_role,work_role_description,ksat,code
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Conduct learning needs assessments and identify requirements.,T0352
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Coordinate with internal and external subject matter experts to ensure existing qualification standards reflect organizational functional requirements and meet industry standards.,T0355
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Coordinate with organizational manpower stakeholders to ensure appropriate allocation and distribution of human capital assets.,T0356
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Develop and implement standardized position descriptions based on established cyber work roles.,T0362
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.","Develop and review recruiting, hiring, and retention procedures in accordance with current HR policies.",T0363
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Develop cyber career field classification structure to include establishing career field entry requirements and other nomenclature such as codes and identifiers.,T0364
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Develop or assist in the development of training policies and protocols for cyber training.,T0365
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Ensure that cyber career fields are managed in accordance with organizational HR policies and directives.,T0368
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.","Ensure that cyber workforce management policies and processes comply with legal and organizational requirements regarding equal opportunity, diversity, and fair hiring/employment practices.",T0369
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.","Establish and collect metrics to monitor and validate cyber workforce readiness including analysis of cyber workforce data to assess the status of positions identified, filled, and filled with qualified personnel.",T0372
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Establish and oversee waiver processes for cyber career field entry and training qualification requirements.,T0373
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.","Establish cyber career paths to allow career progression, deliberate development, and growth within and between cyber career fields.",T0374
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.","Establish manpower, personnel, and qualification data element standards to support cyber workforce management and reporting requirements.",T0375
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.","Establish, resource, implement, and assess cyber workforce management programs in accordance with organizational requirements.",T0376
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.","Promote awareness of cyber policy and strategy as appropriate among management and ensure sound principles are reflected in the organization's mission, vision, and goals.",T0384
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Review and apply cyber career field qualification standards.,T0387
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Review and apply organizational policies related to or influencing the cyber workforce.,T0388
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Review/Assess cyber workforce effectiveness to adjust skill and/or qualification standards.,T0390
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Support integration of qualified cyber workforce personnel into information systems life cycle development processes.,T0391
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.","Interpret and apply applicable laws, statutes, and regulatory documents and integrate into policy.",T0408
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Analyze organizational cyber policy.,T0425
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Assess policy needs and collaborate with stakeholders to develop policies to govern cyber activities.,T0429
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Correlate training and learning to business or mission requirements.,T0437
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Define and integrate current and future mission environments.,T0441
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.","Design/integrate a cyber strategy that outlines the vision, mission, and goals that align with the organization's strategic plan.",T0445
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.","Draft, staff, and publish cyber policy.",T0472
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.","Identify and address cyber workforce planning and management issues (e.g. recruitment, retention, and training).",T0481
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.","Monitor the rigorous application of cyber policies, principles, and practices in the delivery of planning and management services.",T0505
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Seek consensus on proposed policy changes from stakeholders.,T0506
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.","Provide policy guidance to cyber management, staff, and users.",T0529
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.","Review, conduct, or participate in audits of cyber programs and projects.",T0533
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.","Serve as an internal consultant and advisor in own area of expertise (e.g., technical, copyright, print media, electronic media).",T0536
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Support the CIO in the formulation of cyber-related policies.,T0537
OV,Strategic Planning and Policy,Develops policies and plans and/or advocates for changes in policy that support organizational cyberspace initiatives or required changes/enhancements.,Cyber Workforce Developer and Manager,"Develops cyberspace workforce plans, strategies, and guidance to support cyberspace workforce manpower, personnel, training and education requirements and to address changes to cyberspace policy, doctrine, material, force structure, and education and training requirements.",Review and approve a supply chain security/risk management policy.,T0552
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Ability to develop curriculum that speaks to the topic at the appropriate level for the target audience.,A0004
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Ability to communicate complex information, concepts, or ideas in a confident and well-organized manner through verbal, written, and/or visual means.",A0013
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Ability to conduct vulnerability scans and recognize vulnerabilities in security systems.,A0015
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Ability to prepare and present briefings.,A0018
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Ability to produce technical documentation.,A0019
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Ability to apply principles of adult learning.,A0022
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Ability to develop clear directions and instructional materials.,A0024
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Ability to develop curriculum for use within a virtual environment.,A0032
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Ability to apply the Instructional System Design (ISD) methodology.,A0054
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Ability to operate common network tools (e.g., ping, traceroute, nslookup).",A0055
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Ability to tailor curriculum that speaks to the topic at the appropriate level for the target audience.,A0057
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Ability to execute OS command line (e.g., ipconfig, netstat, dir, nbtstat).",A0058
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Ability to operate different electronic communication systems and methods (e.g., e-mail, VOIP, IM, web forums, Direct Video Broadcasts).",A0063
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Ability to apply critical reading/thinking skills.,A0070
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Ability to evaluate information for reliability, validity, and relevance.",A0083
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Ability to function in a collaborative environment, seeking continuous consultation with other analysts and experts—both internal and external to the organization—to leverage analytical and technical expertise.",A0089
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Ability to tailor technical and planning information to a customer’s level of understanding.,A0105
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Ability to think critically.,A0106
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Ability to monitor advancements in information privacy technologies to ensure organizational adaptation and compliance.,A0112
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Ability to develop or procure curriculum that speaks to the topic at the appropriate level for the target.,A0114
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Ability to understand technology, management, and leadership issues related to organization processes and problem solving.",A0118
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Ability to understand the basic concepts and issues related to cyber and its organizational impact.,A0119
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Ability to conduct training and education needs assessment. ,A0171
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Knowledge of computer networking concepts and protocols, and network security methodologies. ",K0001
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Knowledge of risk management processes (e.g., methods for assessing and mitigating risk). ",K0002
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. ",K0003
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Knowledge of cybersecurity and privacy principles. ,K0004
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Knowledge of cyber threats and vulnerabilities. ,K0005
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Knowledge of specific operational impacts of cybersecurity lapses. ,K0006
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Knowledge of new and emerging information technology (IT) and cybersecurity technologies. ,K0059
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Knowledge of multiple cognitive domains and tools and methods applicable for learning in each domain. ,K0124
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Knowledge of the organization's core business/mission processes.,K0146
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Knowledge of emerging security issues, risks, and vulnerabilities.",K0147
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Knowledge of learning assessment techniques (rubrics, evaluation plans, tests, quizzes). ",K0204
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Knowledge of computer based training and e-learning services.,K0208
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Knowledge of instructional design and evaluation models (e.g., ADDIE, Smith/Ragan model, Gagne’s Events of Instruction, Kirkpatrick’s model of evaluation).",K0213
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Knowledge of learning levels (i.e., Bloom’s Taxonomy of learning).",K0216
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Knowledge of Learning Management Systems and their use in managing learning.,K0217
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Knowledge of modes of learning (e.g., rote learning, observation).",K0220
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Knowledge of media production, communication, and dissemination techniques and methods, including alternative ways to inform via written, oral, and visual media.",K0239
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Knowledge of organizational training and education policies, processes, and procedures.",K0243
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Knowledge of principles and processes for conducting training and education needs assessment.,K0245
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs","Knowledge of relevant concepts, procedures, software, equipment, and technology applications.",K0246
OV,"Training, Education, and Awareness","Conducts training of personnel within pertinent subject domain. Develops, plans, coordinates, delivers and/or evaluates training courses, methods, and techniques as appropriate.",Cyber Instructional Curriculum Developer,"Develops, plans, coordinates, and evaluates cyber training/education courses, methods, and techniques based on instructional needs",Knowledge of Test & Evaluation processes for learners. ,K0250
